ID_Venda;Data_Hora_Venda;SKU;Nome_Produto;Categoria;Valor_Unitario;Custo_Unitario;Quantidade;Desconto_Aplicado_Percent;ID_Cliente;Tipo_Cliente;ID_Vendedor;Nome_Vendedor;Filial;Canal_Venda;Metodo_Pagamento;Status_Venda
V101;01/06/2025 10:22;CS-INV-CZ-M;Casaco de Inverno Cinza M;Vestuário Masculino;449,9;210;1;0.0;C101;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V102;01/06/2025 11:30;CM-PL-BR-P;Camisa Polo Branca P;Vestuário Masculino;149,9;75;2;0.1;C205;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;PIX;Concluída
V103;01/06/2025 14:05;VT-LN-AZ-M;Vestido de Lã Azul M;Vestuário Feminino;349,9;160;1;0.0;C310;Novo;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V104;02/06/2025 09:15;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;1;0.0;C415;Novo;VEND04;Daniel Martins;E-commerce;Online;PIX;Concluída
V105;02/06/2025 13:45;CJ-SL-AZ-42;Calça Jeans Slim Azul 42;Vestuário Masculino;249,9;110;1;0.0;C520;Recorrente;VEND01;Ana Pereira;Centro;Loja Física;Dinheiro;Concluída
V106;02/06/2025 17:50;TN-CS-PR-41;Tênis Casual Preto 41;Calçados;219,9;105;1;0.0;C625;Novo;VEND04;Daniel Martins;E-commerce;Online;Cartão de Crédito;Concluída
V107;03/06/2025 11:00;CS-INV-CZ-G;Casaco de Inverno Cinza G;Vestuário Masculino;449,9;210;1;0.0;C730;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V108;03/06/2025 16:21;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.0;C835;Novo;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V109;04/06/2025 12:12;CM-PL-BR-P;Camisa Polo Branca P;Vestuário Masculino;149,9;75;1;0.0;C940;Recorrente;VEND01;Ana Pereira;Centro;Loja Física;Cartão de Débito;Concluída
V110;04/06/2025 18:30;VT-LN-AZ-M;Vestido de Lã Azul M;Vestuário Feminino;349,9;160;1;0.0;C101;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Devolvida
V111;05/06/2025 10:05;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;2;0.1;C205;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;Dinheiro;Concluída
V112;05/06/2025 15:20;TN-CS-PR-41;Tênis Casual Preto 41;Calçados;219,9;105;1;0.0;C310;Recorrente;VEND04;Daniel Martins;E-commerce;Online;Cartão de Crédito;Concluída
V113;06/06/2025 19:00;CS-INV-CZ-M;Casaco de Inverno Cinza M;Vestuário Masculino;449,9;210;1;0.0;C415;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V114;06/06/2025 20:10;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.0;C520;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V115;07/06/2025 11:40;CJ-SL-AZ-42;Calça Jeans Slim Azul 42;Vestuário Masculino;249,9;110;1;0.0;C625;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;Dinheiro;Concluída
V116;07/06/2025 14:15;CM-PL-BR-P;Camisa Polo Branca P;Vestuário Masculino;149,9;75;1;0.0;C730;Recorrente;VEND01;Ana Pereira;Centro;Loja Física;Cartão de Débito;Concluída
V117;08/06/2025 16:30;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;1;0.0;C835;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;PIX;Concluída
V118;09/06/2025 10:10;CS-INV-CZ-P;Casaco de Inverno Cinza P;Vestuário Feminino;429,9;200;1;0.1;C940;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V119;09/06/2025 13:25;VT-LN-AZ-G;Vestido de Lã Azul G;Vestuário Feminino;349,9;160;1;0.0;C101;Recorrente;VEND02;Beatriz Costa;Centro;Loja Física;PIX;Concluída
V120;10/06/2025 17:00;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.15;C205;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V121;10/06/2025 18:45;AC-PT-DO-U;Pulseira de Prata Dourada;Acessórios;189,9;80;1;0.0;C310;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V122;11/06/2025 11:55;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;1;0.0;C415;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;Dinheiro;Concluída
V123;11/06/2025 12:30;CS-INV-CZ-M;Casaco de Inverno Cinza M;Vestuário Masculino;449,9;210;1;0.0;C520;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V124;11/06/2025 14:00;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;2;0.2;C625;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V125;11/06/2025 16:20;AC-PT-DO-U;Pulseira de Prata Dourada;Acessórios;189,9;80;1;0.0;C730;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V126;12/06/2025 10:00;AC-PT-DO-U;Pulseira de Prata Dourada;Acessórios;189,9;80;1;0.0;C835;Novo;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V127;12/06/2025 10:30;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.0;C940;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V128;12/06/2025 11:15;CS-INV-CZ-M;Casaco de Inverno Cinza M;Vestuário Masculino;449,9;210;1;0.0;C101;Recorrente;VEND01;Ana Pereira;Centro;Loja Física;Dinheiro;Concluída
V129;12/06/2025 13:45;VT-LN-AZ-P;Vestido de Lã Azul P;Vestuário Feminino;349,9;160;1;0.0;C205;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V130;12/06/2025 14:00;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;2;0.1;C310;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;Cartão de Crédito;Concluída
V131;12/06/2025 15:30;TN-CS-PR-40;Tênis Casual Preto 40;Calçados;219,9;105;1;0.0;C415;Recorrente;VEND04;Daniel Martins;E-commerce;Online;PIX;Concluída
V132;13/06/2025 10:20;CJ-SL-AZ-38;Calça Jeans Slim Azul 38;Vestuário Feminino;239,9;105;1;0.0;C520;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V133;13/06/2025 11:40;CM-PL-BR-G;Camisa Polo Branca G;Vestuário Masculino;149,9;75;1;0.0;C625;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;Dinheiro;Concluída
V134;13/06/2025 14:05;CS-INV-CZ-G;Casaco de Inverno Cinza G;Vestuário Masculino;449,9;210;1;0.0;C730;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;PIX;Concluída
V135;14/06/2025 09:30;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.0;C835;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V136;14/06/2025 13:00;AC-PT-DO-U;Pulseira de Prata Dourada;Acessórios;189,9;80;1;0.0;C940;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;PIX;Concluída
V137;15/06/2025 15:10;TN-CS-PR-39;Tênis Casual Preto 39;Calçados;219,9;105;1;0.0;C101;Recorrente;VEND04;Daniel Martins;E-commerce;Online;Cartão de Crédito;Concluída
V138;15/06/2025 17:20;VT-LN-AZ-M;Vestido de Lã Azul M;Vestuário Feminino;349,9;160;1;0.0;C205;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;Dinheiro;Concluída
V139;16/06/2025 10:55;CM-PL-BR-M;Camisa Polo Branca M;Vestuário Masculino;149,9;75;3;0.15;C310;Recorrente;VEND01;Ana Pereira;Centro;Loja Física;Cartão de Crédito;Concluída
V140;16/06/2025 12:00;CS-INV-CZ-P;Casaco de Inverno Cinza P;Vestuário Feminino;429,9;200;1;0.0;C415;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Devolvida
V141;17/06/2025 14:30;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;1;0.0;C520;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;Dinheiro;Concluída
V142;17/06/2025 18:00;CJ-SL-AZ-40;Calça Jeans Slim Azul 40;Vestuário Masculino;249,9;110;1;0.0;C625;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V143;18/06/2025 10:10;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.0;C730;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V144;18/06/2025 11:20;TN-CS-PR-42;Tênis Casual Preto 42;Calçados;219,9;105;1;0.0;C835;Recorrente;VEND04;Daniel Martins;E-commerce;Online;Cartão de Crédito;Concluída
V145;19/06/2025 15:00;CM-PL-BR-G;Camisa Polo Branca G;Vestuário Masculino;149,9;75;1;0.0;C940;Recorrente;VEND01;Ana Pereira;Centro;Loja Física;Dinheiro;Concluída
V146;19/06/2025 16:45;CS-INV-CZ-G;Casaco de Inverno Cinza G;Vestuário Masculino;449,9;210;1;0.0;C101;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;PIX;Concluída
V147;20/06/2025 17:30;VT-LN-AZ-G;Vestido de Lã Azul G;Vestuário Feminino;349,9;160;1;0.0;C205;Recorrente;VEND02;Beatriz Costa;Centro;Loja Física;Cartão de Crédito;Concluída
V148;20/06/2025 19:10;AC-PT-DO-U;Pulseira de Prata Dourada;Acessórios;189,9;80;1;0.0;C310;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;PIX;Concluída
V149;21/06/2025 10:45;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;1;0.0;C415;Recorrente;VEND02;Beatriz Costa;Centro;Loja Física;Dinheiro;Concluída
V150;21/06/2025 11:55;CJ-SL-AZ-38;Calça Jeans Slim Azul 38;Vestuário Feminino;239,9;105;1;0.0;C520;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V151;22/06/2025 14:00;CM-PL-BR-M;Camisa Polo Branca M;Vestuário Masculino;149,9;75;1;0.0;C625;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;PIX;Concluída
V152;22/06/2025 16:15;CS-INV-CZ-M;Casaco de Inverno Cinza M;Vestuário Masculino;449,9;210;1;0.0;C730;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V153;23/06/2025 18:00;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.05;C835;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V154;23/06/2025 19:30;TN-CS-PR-38;Tênis Casual Preto 38;Calçados;219,9;105;1;0.0;C940;Recorrente;VEND04;Daniel Martins;E-commerce;Online;Cartão de Crédito;Concluída
V155;24/06/2025 10:00;CM-PL-BR-G;Camisa Polo Branca G;Vestuário Masculino;149,9;75;2;0.1;C101;Recorrente;VEND01;Ana Pereira;Centro;Loja Física;Dinheiro;Concluída
V156;24/06/2025 11:20;CS-INV-CZ-G;Casaco de Inverno Cinza G;Vestuário Masculino;449,9;210;1;0.0;C205;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;PIX;Concluída
V157;24/06/2025 14:50;VT-LN-AZ-G;Vestido de Lã Azul G;Vestuário Feminino;349,9;160;1;0.0;C310;Recorrente;VEND02;Beatriz Costa;Centro;Loja Física;Cartão de Crédito;Concluída
V158;25/06/2025 17:00;AC-PT-DO-U;Pulseira de Prata Dourada;Acessórios;189,9;80;1;0.0;C415;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;PIX;Concluída
V159;25/06/2025 18:30;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;1;0.0;C520;Recorrente;VEND02;Beatriz Costa;Centro;Loja Física;Dinheiro;Concluída
V160;25/06/2025 20:00;CJ-SL-AZ-38;Calça Jeans Slim Azul 38;Vestuário Feminino;239,9;105;1;0.0;C625;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Devolvida
V161;26/06/2025 10:15;CM-PL-BR-M;Camisa Polo Branca M;Vestuário Masculino;149,9;75;1;0.0;C730;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;PIX;Concluída
V162;26/06/2025 11:30;CS-INV-CZ-M;Casaco de Inverno Cinza M;Vestuário Masculino;449,9;210;1;0.0;C835;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V163;26/06/2025 14:00;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.0;C940;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
V164;26/06/2025 16:45;TN-CS-PR-38;Tênis Casual Preto 38;Calçados;219,9;105;1;0.0;C101;Recorrente;VEND04;Daniel Martins;E-commerce;Online;Cartão de Crédito;Concluída
V165;27/06/2025 10:00;CM-PL-BR-G;Camisa Polo Branca G;Vestuário Masculino;149,9;75;1;0.0;C205;Recorrente;VEND01;Ana Pereira;Centro;Loja Física;Dinheiro;Concluída
V166;27/06/2025 11:10;CS-INV-CZ-G;Casaco de Inverno Cinza G;Vestuário Masculino;449,9;210;1;0.0;C310;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;PIX;Concluída
V167;27/06/2025 13:40;VT-LN-AZ-G;Vestido de Lã Azul G;Vestuário Feminino;349,9;160;1;0.0;C415;Recorrente;VEND02;Beatriz Costa;Centro;Loja Física;Cartão de Crédito;Concluída
V168;27/06/2025 15:00;AC-PT-DO-U;Pulseira de Prata Dourada;Acessórios;189,9;80;2;0.15;C520;Recorrente;VEND03;Carlos Silva;Shopping Jaraguá;Loja Física;PIX;Concluída
V169;28/06/2025 17:30;AC-LU-PR-U;Luva de Couro Preta;Acessórios;129,9;55;1;0.0;C625;Recorrente;VEND02;Beatriz Costa;Centro;Loja Física;Dinheiro;Concluída
V170;28/06/2025 18:45;CJ-SL-AZ-38;Calça Jeans Slim Azul 38;Vestuário Feminino;239,9;105;1;0.0;C730;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V171;28/06/2025 20:15;CM-PL-BR-M;Camisa Polo Branca M;Vestuário Masculino;149,9;75;1;0.0;C835;Recorrente;VEND03;Carlos Silva;Centro;Loja Física;PIX;Concluída
V172;29/06/2025 10:30;CS-INV-CZ-M;Casaco de Inverno Cinza M;Vestuário Masculino;449,9;210;1;0.0;C940;Recorrente;VEND01;Ana Pereira;Shopping Jaraguá;Loja Física;Cartão de Crédito;Concluída
V173;29/06/2025 11:45;BL-CR-PR-U;Bolsa de Couro Preta;Acessórios;399,9;180;1;0.0;C101;Recorrente;VEND02;Beatriz Costa;Shopping Jaraguá;Loja Física;PIX;Concluída
